City,Name,Michelin_Award,Green_Star,Repsol_Award,Worlds_50_Best_Rank,Steak_101_Rank,Notable_Wine_List,Cuisine,Price,Price_Tier,Address,Phone,Latitude,Longitude,Sources,Description,Avg_Price_EUR,Price_Detail,Price_Source,Maps_Url
Barcelona,Batea,Selected,,,,,,Seafood,A moderate spend,2,"Gran Via de Les Corts Catalanes 605, Barcelona, 08007, Spain",+34 934 06 87 92,,,Michelin,This cosmopolitan bistro located on one side of the emblematic Avenida Palace hotel has a contemporary interior that provides the backdrop for fusion cooking that combines traditional Catalan and Galician cuisine. The market-inspired small plates on offer here have a constant focus on the Atlantic and the Mediterranean.,55,avg €50-55 excl. drinks; some report €60-70,thefork / bateabarcelona.com,https://www.google.com/maps/search/?api=1&query=Batea%2C%20Gran%20Via%20de%20Les%20Corts%20Catalanes%20605%2C%20Barcelona%2C%2008007%2C%20Spain
Barcelona,Besta,Selected,,1 Sol,,,,Farm to table,Special occasion,3,"Aribau 106, Barcelona, 08036, Spain",+34 930 19 82 94,,,Michelin; Guia Repsol,"A casual “neo-bistro” run by chef Manu Núñez, well known after his time on the programme Top Chef. A native of A Coruña, he manages to fuse his Galician origins with Catalan flavours, goes through a constant renewal process, also bringing to his offer some Nordic touches learned during his time working in award-winning restaurants in Sweden. The proposal, typical of a market cuisine that makes constant nods to both the Atlantic and the Mediterranean, takes the form of a small à la carte and two set menus: Degustación and Festival (9 and 12 courses). The Mariscada course, made up of several appetisers that pay tribute to Galician seafood from a modern perspective, really caught our attention. They also have what they call the Chef’s Table, a bar where you can eat while you watch some dishes being finished.",78,tasting 9-course €78; Festival 12-course €95,bestabarcelona.com / thefork,https://www.google.com/maps/search/?api=1&query=Besta%2C%20Aribau%20106%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Can Bo,Selected,,,,,,Modern Cuisine,A moderate spend,2,"Via Laietana 30, Barcelona, 08003, Spain",+34 932 95 79 05,,,Michelin,"The name of this tapas and wine bar is a subtle phonetic tribute to Francesc Cambó, founder of the historic building in which it is located. The menu here features tapas and dishes to share, all of which showcase the quality of ingredients and local cuisine, all accompanied by pairings from the extensive and carefully curated wine cellar of over 150 labels. The overall look here is one characterised by elegant Mediterranean-style decor, with decorative detail inspired by Catalan Modernism, large windows that flood the space with natural light, and a cosy atmosphere that provides an enjoyable backdrop.",50,chef's tasting menu ~€50; wine pairing min €25,grandhotelcentral.com,https://www.google.com/maps/search/?api=1&query=Can%20Bo%2C%20Via%20Laietana%2030%2C%20Barcelona%2C%2008003%2C%20Spain
Barcelona,Capet,Selected,,,,,,Seasonal Cuisine,A moderate spend,2,"Cometa 5, Barcelona, 08002, Spain",+34 937 20 44 21,,,Michelin,"Located in one of the charming narrow streets that endow the city’s Gothic Quarter with its characteristic personality, Capet features a rustic-contemporary look and an original layout with an open-view kitchen on the ground floor (around which guests can sit and eat) and a pleasant dining room upstairs, which overlooks what is happening below. Chef Armando Álvarez champions an updated and sincere take on traditional cooking, showcased via à la carte options and two tasting menus (5 and 8 courses). Want some advice? Always check out the daily specials, which are displayed on a large chalkboard for all customers to see.",75,tasting €75 (5c) / €90 (8c); avg €70,thefork / capetrestaurant.com,https://www.google.com/maps/search/?api=1&query=Capet%2C%20Cometa%205%2C%20Barcelona%2C%2008002%2C%20Spain
Barcelona,Compartir Barcelona,Selected,,,,,,Mediterranean Cuisine,Special occasion,3,"Valencia 225, Barcelona, 08007, Spain",+34 936 24 78 86,,,Michelin,"A place with a Mediterranean atmosphere located in the heart of Eixample, not far from Disfrutar (its big brother), which brings to Barcelona the same culinary concept that has triumphed in its namesake in Cadaqués. They surprise diners with a good variety of oysters and fairly modern dishes, with a certain international fusion and very much designed for sharing (the brown crab with avocado and trout roe stands out, as well as the original Disfrutar ‘Panchino’, with caviar and sour cream).",100,avg €100; tasting from €115,thefork / michelin,https://www.google.com/maps/search/?api=1&query=Compartir%20Barcelona%2C%20Valencia%20225%2C%20Barcelona%2C%2008007%2C%20Spain
Barcelona,Deliri,Selected,,,,,,Contemporary,A moderate spend,2,"Còrsega 242, Barcelona, 08036, Spain",+34 936 11 39 27,,,Michelin,"In this urban-industrial-style restaurant, chef David Morera’s contemporary Catalan cuisine is fun and full of personality, including an impressive choice of suggestions as well as game dishes in season (wild boar wrapped in cabbage leaves, hare royale, etc.). Everything is supported by a 10-course tasting menu, called Deliri. Be sure to try the delicious stuffed paccheri pasta (macarras de l’àvia)!",60,avg €45; dinner reports €70-80 pp,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Deliri%2C%20C%C3%B2rsega%20242%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,DIREKTE,Selected,,1 Sol,,,,Fusion,Special occasion,3,"París 200, Barcelona, 08008, Spain",+34 934 50 87 89,,,Michelin; Guia Repsol,"Just a few steps from the always busy Diagonal, this establishment has turned the bar into the main protagonist.Chef Arnau Muñío, a native of Cerdanyola del Vallès, always takes risks in his combinations and shows a special interest in both seafood and vegetables, successfully fusing Catalan roots and Mediterranean market products with flavours from Asian cuisine. The proposal only comes to life through three surprise tasting menus: Direkte, Boqueria and Eixample (the latter, the most complete with 12 savoury courses and 3 desserts, requires prior reservation). What did we like the most? The tuna spine esqueixada, served in two courses alongside tuna spine consommé with fermented pine blossom, and their wonderful roast chicken stock with prawns. A comprehensive wine list, featuring international options as well as local and low-intervention wines!",82,7-course €45 / 10-course €56; long menu €82; dinner €90-100 pp,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=DIREKTE%2C%20Par%C3%ADs%20200%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,Dos Pebrots,Selected,,1 Sol,,,,Mediterranean Cuisine,Special occasion,3,"Doctor Dou 19, Barcelona, 08001, Spain",+34 938 53 95 98,,,Michelin; Guia Repsol,"If you’re looking for somewhere that reflects the essence of Mediterranean cooking, this restaurant in the El Raval district, close to MACBA (Museu d'Art Contemporani de Barcelona), is a superb option. In the open-view kitchen, with its signature Josper grill, the focus is on the evolution of gourmet cuisine and the variety of Mediterranean flavours which are showcased on an interesting à la carte (each dish is accompanied by information to explain its history) and three meticulously presented menus (Dos Pebrots, Tasting menu and Festival). Take a seat at the bar to enjoy the experience to the full.",70,set menus €50 / €70 / €90; Festival €120; avg €80,thefork / mesprestiges,https://www.google.com/maps/search/?api=1&query=Dos%20Pebrots%2C%20Doctor%20Dou%2019%2C%20Barcelona%2C%2008001%2C%20Spain
Barcelona,Eldelmar - Hermanos Torres,Selected,,1 Sol,,,,Traditional Cuisine,Special occasion,3,"Moll del Gregal 3, Barcelona, 08005, Spain",+34 937 07 80 98,,,Michelin; Guia Repsol,"The simple fact of having the Torres brothers’ name behind it is enough of a guarantee for this restaurant, but if we add in the spectacular setting of the Balcó Gastronòmic at the Port Olimpic with views of its moored yachts and the Nova Icària beach, you’re on to a certain winner. In this restaurant with a casual ambience and large picture windows through which you can enjoy views of the sea and its surroundings, you’ll find an à la carte that has a clear focus on the Mediterranean and its bounty. The numerous options on offer include oysters, delicious rice and fideuá dishes, pasta and meat, plus a special section dedicated to fish of the day. The extensive wine list features over 400 labels.",75,à la carte €€€; ~€65-70 pp; fish by weight pushes higher,thefork / eldelmarhermanostorres.com,https://www.google.com/maps/search/?api=1&query=Eldelmar%20-%20Hermanos%20Torres%2C%20Moll%20del%20Gregal%203%2C%20Barcelona%2C%2008005%2C%20Spain
Barcelona,Estimar,Selected,,2 Soles,,,,Seafood,Spare no expense,4,"Sant Antoni dels Sombrerers 3, Barcelona, 08003, Spain",+34 932 68 91 97,,,Michelin; Guia Repsol,An intimate restaurant that is somewhat tucked away but which has received many plaudits thanks to the passion for the sea shown by the Gotanegra family and chef Rafa Zafra. Grilled dishes and high-quality products are to the fore here.,100,TheFork avg €120; other sources €80; prawns €75/plate,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Estimar%2C%20Sant%20Antoni%20dels%20Sombrerers%203%2C%20Barcelona%2C%2008003%2C%20Spain
Barcelona,L'Antiquari Gastronòmic,Selected,,,,,,Creative,Special occasion,3,"Carrer de Neptú 4, Barcelona, 08006, Spain",+34 936 33 81 04,,,Michelin,"It is clear that this restaurant, with its rustic atmosphere in the heart of the Gràcia neighbourhood, has found favour with the general public, who are always eager to try a technical and daring proposal that can blow our taste buds away. The couple at the helm, with Yordi Martínez as chef and Lara Cerlini as sommelier and maitre d', focuses all their work around a single 15-course tasting menu that combines tradition and modernity, always closing the meals in style with a sweet treat (we loved their dessert, with different textures of olive oil). Fun fact: The chef, who usually stops by the tables to explain some of the dishes, always wears a cap as a tribute to his grandfather Antolín.",75,"15-course ""Astronòmic"" €75; pairing €45",thefork / antiquarigastronomic.com,https://www.google.com/maps/search/?api=1&query=L%27Antiquari%20Gastron%C3%B2mic%2C%20Carrer%20de%20Nept%C3%BA%204%2C%20Barcelona%2C%2008006%2C%20Spain
Barcelona,La Forquilla,Selected,,,,,,Creative,Special occasion,3,"Aragó 152, Barcelona, 08011, Spain",+34 933 00 79 80,,,Michelin,"La Forquilla is definitely a restaurant with a difference given that owner-chef Vidal Gravalosa takes care of everything, including a huge amount of preparation before every sitting, impressive work in the kitchen, as well as service at the handful of tables. His cooking is centred around a tasting menu plus a creatively inspired à la carte featuring an array of seasonal recipes. Standout dishes include the Maresme peas with baby squid and Iberian pork jowl, and the crispy Segovian suckling pig served with its own sauce, parsnip purée and baby gem lettuce.",77,tasting €77 (earlier listings €49.50-62),thefork / michelin,https://www.google.com/maps/search/?api=1&query=La%20Forquilla%2C%20Arag%C3%B3%20152%2C%20Barcelona%2C%2008011%2C%20Spain
Barcelona,La Taverna del Clínic,Selected,,1 Sol,,,,Traditional Cuisine,Special occasion,3,"Rosselló 155, Barcelona, 08036, Spain",+34 934 10 42 21,,,Michelin; Guia Repsol,"A family-run “taverna” featuring a profusion of wood and thoroughly contemporary comfort. Here, the culinary focus is on traditional cooking based around seasonal ingredients, with a particular fondness for stews and great respect shown to time-honoured flavours, albeit from a modern perspective. The extensive à la carte is impressively complemented by various daily specials, with an enticing array of fish sourced from nearby auctions, and “large plate” options perfect for sharing. Several gastronomic menus are also available.",55,avg €50-60; tapas under €20 each,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=La%20Taverna%20del%20Cl%C3%ADnic%2C%20Rossell%C3%B3%20155%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Leña Barcelona,Selected,,,,,,Meats and Grills,Special occasion,3,"Plaça de Pius XII 4, Barcelona, 08028, Spain",+34 930 47 59 90,,,Michelin,"This glamorous restaurant, part of the dining options available at the Grand Hyatt Barcelona, bears the hallmark of chef Dani García and follows the aesthetic look established by his brothers in Madrid, Marbella and Dubai. This spacious restaurant, with its elegant, urban steakhouse philosophy, combines the usual presence on the menu of its famous “yakipinchos” and premium red meats (different cuts and periods of aging) with other more local dishes, such as Butifarra de Perol croquettes, and vegetable-based specialities including delicious grilled avocado from Malaga. A live DJ makes an appearance on some evenings, along with a brunch at the weekend. You also have the option of taking home your own personalised knife!",70,€70 pp grill menu; midday steak+fries €45; Experiencia Fuego €110 pp,lenarestaurants.com / thefork,https://www.google.com/maps/search/?api=1&query=Le%C3%B1a%20Barcelona%2C%20Pla%C3%A7a%20de%20Pius%20XII%204%2C%20Barcelona%2C%2008028%2C%20Spain
Barcelona,Nairod,Selected,,1 Sol,,,,Farm to table,A moderate spend,2,"Aribau 141, Barcelona, 08036, Spain",+34 938 08 92 60,,,Michelin; Guia Repsol,"Located in the heart of the city’s Eixample district, Nairod exudes personality everywhere you look, which doesn’t come as a surprise given that David Rustarazo (better known as Rusti) is at the helm – a self-made chef whose success is down to hard work and experience gained abroad. In this intimate, contemporary setting with a bistro vibe, you'll find market-fresh cuisine where flavour reigns supreme, with an increasing focus on fish and incredible game dishes in season (hare, venison, partridge and, in particular, pigeon). Fun fact: The name of the restaurant is an ode to the chef’s son, Dorian, but spelled backwards!",65,tasting €65; short menu €57; avg €65,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Nairod%2C%20Aribau%20141%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Nectari,Selected,,1 Sol,,,,Modern Cuisine,Special occasion,3,"València 28, Barcelona, 08015, Spain",+34 932 26 87 18,,,Michelin; Guia Repsol,"Chef Jordi Esteve dresses his signature cuisine with the enriching nuances provided by local raw ingredients, and it's no coincidence that he works very closely with small producers! The tasty offer of this centrally located restaurant, with a neighbourhood atmosphere, is based on seasonal products and, although it has an à la carte menu, it always shines especially in its tasting menu (which can be enriched with a wine pairing). You'll find interesting combinations, such as their foie gras and eel or the appetising topinambur cream with prawns and seasonal mushrooms.",86,tasting €86; lunch menu €39,nectari.es / thefork,https://www.google.com/maps/search/?api=1&query=Nectari%2C%20Val%C3%A8ncia%2028%2C%20Barcelona%2C%2008015%2C%20Spain
Barcelona,Osmosis,Selected,,,,,,Creative,A moderate spend,2,"Aribau 100, Barcelona, 08036, Spain",+34 934 54 52 01,,,Michelin,"Continuing to gain prominence, this restuarant, with an informal atmosphere and simple setup (there are more tables on the upper floor), is where chef John Ordóñez's imaginative proposal awakens a certain amount of interest, as it plays with surprising aromas and is not lacking in flavour either. He usually uses lots of ingredients, although these are kept well differentiated and without hiding their identity. You can order à la carte or opt for one of various set menus that change according to the number of courses. Don't miss their wonderful desserts!",70,tasting €70 (5c) / €80 (7c); weekday lunch €25-28,thefork / plateselector,https://www.google.com/maps/search/?api=1&query=Osmosis%2C%20Aribau%20100%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Pur,Selected,,1 Sol,,,,Farm to table,Special occasion,3,"Passatge de la Concepció 11, Barcelona, 08008, Spain",+34 931 70 17 70,,,Michelin; Guia Repsol,"It bears the hallmark of the renowned chef Nandu Jubany and offers a product-based cuisine without artifice, open to the dining room and... in its purest form! What stands out most, both in the à la carte service and in the tasting menu, is the extraordinary quality of the raw ingredients, with grilled, charcoal-grilled and salted dishes... Don't miss the seasonal tomatoes, served with stracciatella cheese and pine nuts, or the now famous grilled marrow with steak tartare (Best Steak Tartare in Spain, 2024). Our recommendation: Sit at the bar for a closer experience and order half portions, so you can try a bit of everything.",130,Essence €129; Menu Especial €198; €100+ pp,purbarcelona.com / thefork,https://www.google.com/maps/search/?api=1&query=Pur%2C%20Passatge%20de%20la%20Concepci%C3%B3%2011%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,RíasKru,Selected,,1 Sol,,,yes,Seafood,Special occasion,3,"Lleida 7, Barcelona, 08004, Spain",+34 934 24 81 52,41.374144,2.1545293,Michelin; Michelin wine list; Guia Repsol,"This somewhat unusual restaurant is a fusion of two dining spaces (including the former RÍas de Galicia and Espai KRU) and two culinary themes on a single menu: classic Galician cooking (featuring superb fish and seafood) and Japanese-inspired cuisine with a focus on raw dishes (the menu also includes caviar-based specialities). We can particularly recommend the smoked anchovies with Manchego cheese, and the delicious Galician goose barnacles from Roncudo en Corme, Laxe, and Cedeira.",90,avg €70; tasting €125; ~€120 pp with wine,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=R%C3%ADasKru%2C%20Lleida%207%2C%20Barcelona%2C%2008004%2C%20Spain
Barcelona,Solc,Selected,,,,,,Mediterranean Cuisine,A moderate spend,2,"Paseo de Gràcia 68, Barcelona, 08007, Spain",+34 934 96 77 07,,,Michelin,"Solc is located on the first floor of the elegant Majestic Hotel & Spa Barcelona, hence the aristocratic air that pervades the entire building. The Mediterranean cuisine in evidence here has a clear Catalan DNA, both on the à la carte and the tasting menu (the latter featuring dishes from the former), and showcases ingredients from the nearby Maresme area, where the restaurant has its own farm which provides much of the produce used here on a daily basis. A hugely popular brunch is also available every Sunday, but given its popularity we definitely recommend booking a table in advance.",50,weekday tasting €35 (+€38 pairing); avg €50; €58 pp,majestichotelgroup.com / thefork,https://www.google.com/maps/search/?api=1&query=Solc%2C%20Paseo%20de%20Gr%C3%A0cia%2068%2C%20Barcelona%2C%2008007%2C%20Spain
Barcelona,Suculent,Selected,,1 Sol,,,,Contemporary,A moderate spend,2,"Rambla del Raval 45, Barcelona, 08001, Spain",+34 934 43 65 79,,,Michelin; Guia Repsol,"A culinary jewel, right in the heart of the Raval district, where guests have the choice of two contemporary menus (Los Clásicos and Suculent), both with fresh and casual dishes that, in many cases, are presented as dishes to share (you can try the Catalan-style baby broad beans with butifarra de perol and horseradish or their Beurre blanc beetroot, tarragon oil and smoked eel). There's even a hidden table accessed via the rear of the cold room!",60,avg €45; set menus €70 / €90,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Suculent%2C%20Rambla%20del%20Raval%2045%2C%20Barcelona%2C%2008001%2C%20Spain
Barcelona,Taberna Noroeste,Selected,,,,,,Contemporary,Special occasion,3,"Radas 67, Barcelona, 08004, Spain",+34 931 15 09 11,,,Michelin,"If you’re keen to move away from the classic restaurant circuit in Barcelona, head to Poble Sec, a quiet district at the foot of the Montjuic hill, and just a stone’s throw from the legendary Paral·lel avenue. This taberna has just a few tables in the dining room, hence the opportunity to watch the chefs at work in the open kitchen behind the bar. The single surprise menu evolves with the seasons (the fish and seafood are outstanding) with meticulous attention paid to creamy textures and the pairing of ingredients. The name of the restaurant (Northwest in English) is in reference to the origins of owner-chefs Javier and David, as one hails from La Coruña, the other from Salamanca, hence the fusion between Galician, Castilian and Catalan cooking. Guests here are all served at the same time so it’s important to arrive punctually!",80,single surprise tasting menu €80; reports €90-100 pp,thefork / tabernanoroeste.com,https://www.google.com/maps/search/?api=1&query=Taberna%20Noroeste%2C%20Radas%2067%2C%20Barcelona%2C%2008004%2C%20Spain
Barcelona,Ten's,Selected,,,,,,Modern Cuisine,Special occasion,3,"Avenida Marqués de l'Argentera 11, Barcelona, 08003, Spain",+34 933 19 22 22,,,Michelin,"A minimalist gastro-bar overseen by famous chef Jordi Cruz. Here, where they say they ‘reinterpret classic tapas with creativity, precision and a rebellious touch’, you will find individual tapas, a good number of portions designed for sharing, elaborate desserts... and, of course, a tapas tasting menu called Ten's, which is only served to the whole table and is the perfect option to get a true insight into the cuisine here. One dish that bowled us over was the Japanese-style tiradito with cured gilthead bream, gazpachuelo, grapes, kumquat and seaweed.",40,avg €40; tapas €3.90-8 each; tasting €65,thefork / infobae,https://www.google.com/maps/search/?api=1&query=Ten%27s%2C%20Avenida%20Marqu%C3%A9s%20de%20l%27Argentera%2011%2C%20Barcelona%2C%2008003%2C%20Spain
Barcelona,Tram-Tram,Selected,,1 Sol,,,,Contemporary,Special occasion,3,"Major de Sarrià 121, Barcelona, 08017, Spain",+34 932 04 85 18,,,Michelin; Guia Repsol,"A classically furnished, family-run restaurant with a name inspired by this old form of transport in the city. Enjoy traditional cuisine with a contemporary touch, including the occasional international dish and a tasting menu option. The high quality of ingredients it works with is clearly evident in the fish served here (purchased daily at auction), and dishes such as Galician razor clams with a glaze of Manzanilla sherry (from Sanlúcar) and hazelnuts.",50,tasting €39; festival €70; lunch €30; avg €50,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Tram-Tram%2C%20Major%20de%20Sarri%C3%A0%20121%2C%20Barcelona%2C%2008017%2C%20Spain
