City,Name,Michelin_Award,Green_Star,Repsol_Award,Worlds_50_Best_Rank,Steak_101_Rank,Notable_Wine_List,Cuisine,Price,Price_Tier,Address,Phone,Latitude,Longitude,Michelin_Url,Website,Sources,Description
Lisbon,Kanazawa,1 Star,,,,,,Japanese,Spare no expense,4,"Rua Damião De Góis 3 A, Lisbon, 1400-291, Portugal",+351 21 301 0292,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/kanazawa,,Michelin,"Beneath this name, which references the chef who opened the restaurant and the capital city of Japan’s Ishikawa region, lies a gateway to a different culinary world. The traditional kaiseki cuisine, recognised as one of Japan’s most refined styles since it was practised in the imperial court and accompanied the tea ceremony, aims to delight diners in this small, minimalist restaurant, with a single counter for eight guests. The courteous Chef Paulo Morais, who works in full view and explains each dish in detail, offers several menus (three at lunchtime, with the same appetisers, and six during dinner service) that remain faithful to the kaiseki philosophy; admittedly with some leeway, yet still respecting its essence. In the evening, everything takes on a more elaborate and haute-cuisine style. The quality of the fish and nigiris (scallop, clam, tuna belly, turbot, scarlet prawns...) is truly spectacular!"
Lisbon,Loco,1 Star,,,,,,Modern Cuisine,Spare no expense,4,"Rua dos Navegantes 53 B, Lisbon, 1200-731, Portugal",+351 21 395 1861,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/loco,,Michelin,"At this restaurant, just a stone’s throw from the 18th-century Baroque Basílica da Estrela, they say they work with micro-seasons to maximise flavour and fulfil their zero-waste policy. Loco brims with surprises from the moment you step through the door, starting with its eye-catching, fully open kitchen and amplified by extensive design details that reflect the house’s creativity and character. Chef Alexandre Silva concentrates his entire culinary philosophy into a single surprise tasting menu of 16 “moments” or steps, inspired by Portuguese tradition yet in constant evolution and viewed through a contemporary lens. A recommendation? Don’t miss the drinks list, which offers not only superb organic wines from small producers but also a variety of craft beers, herbal liqueurs and house-fermented natural juices, most of them made on site."
Lisbon,"Marlene,",1 Star,,,,,,Modern Cuisine,Spare no expense,4,"Avenida Infante D. Henrique. Doca do Jardim do Tabaco, Lisbon, 1100-651, Portugal",+351 912 626 761,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/marlene,,Michelin,"A haute cuisine-style restaurant adjacent to Zunzum Gastrobar, located in a glass-fronted building next to the Lisbon Cruise Terminal (a bonus for parking, with a huge public car park available). The restaurant, with a contemporary feel, surprises visitors with a large open central kitchen, surrounded by a counter that allows you to watch the chefs at work at all times. Chef Marlene Vieira, together with her team, presents a signature approach based on two tasting menus (9 or 12 courses) referencing both Portuguese tradition (we loved her refined blue lobster, green curry and seaweed) and flavours from other latitudes, always accompanying the dishes with cornbread following her grandmother’s old recipe. A curious detail? If you order a meat option, you are presented with a selection of handcrafted knives, with different handles and hand-sharpened blades, from which you can choose."
Lisbon,SÁLA de João Sá,1 Star,,,,,,Modern Cuisine,Special occasion,3,"Rua dos Bacalhoeiros 103, Lisbon, 1100-068, Portugal",+351 21 887 3045,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/sala1154759,,Michelin,"A good culinary option in the Baixa area? On one of its bustling streets you’ll find SÁLA by João Sá, an exceptionally welcoming restaurant with the kitchen in view from the entrance and, above all, a place that has come into its own. Chef João Sá, who often comes to the tables to serve a dish and explain it in detail, proposes a travelling cuisine full of personality, combining tradition and the finest Portuguese ingredients with a palette of globally influenced flavours, sometimes in a measured register, sometimes with more intense touches from the Asian world. On its tasting menus, Horizonte à Vista and À procura de novas Texturas, you’ll find delicious creations and a dessert that caught our eye: Ramen conventual, made with a “false spaghetti” of egg yolk and sugar, a fresh, well-balanced coriander sorbet, slices of preserved peach and, to finish, a miso-and-vanilla syrup. Curious details? The restaurant often collaborates with the NGO Oceans Alive."
Lisbon,YŌSO,1 Star,,,,,,Japanese,Special occasion,3,"Rampa Das Necessidades 6, Lisbon, 1350-188, Portugal",+351 21 397 0705,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/yoso-1214668,,Michelin,"This spot is somewhat hidden away in the Alcântara district, and its name bears a certain mysticism; not without reason, as it alludes to the four elements of nature (Earth, Water, Fire and Air). Brazilian chef Habner Gomes, well supported by José Balau as dining room director and sommelier, offers a Japanese-inspired proposal in the kaiseki style, presenting a single omakase tasting menu that reveals extensive expertise and extreme refinement, as the dishes are plated with the utmost attention to detail. It features a comfortable sushi counter for ten diners, and goes beyond the usual raw cuisine to introduce us to Japan’s hot dishes, with tasty broths and grilled preparations. Curious details? The dishes, which always celebrate fish from the Portuguese coast (seabream, Atlantic leerfish, eel, Azorean bonito, etc.), take their names from the techniques used (Sakizuke [appetiser], Otsukuri [sliced raw fish], Niguirizushi [hand-formed sushi], Agemono [deep-fried dish], etc.)."
Lisbon,Canalha,Bib Gourmand,,,,,,Farm to table,A moderate spend,2,"Rua da Junqueira 207, Lisbon, 1300-338, Portugal",+351 962 152 742,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/canalha,,Michelin,"Chef João Rodrigues’s concept, located in a residential area, harks back to the neighbourhood restaurants of the past, yet retains the essence of a bistro. Sitting at the counter and watching the kitchen bustle contributes to a relaxed and vibrant atmosphere. Here, the focus is on the products — displayed in a showcase at the entrance — prepared simply, offered at accessible prices, and presented in a sharing format. A blackboard displays the daily lunch specials and, in addition, an appealing menu. Whether it’s the succulent open prawn omelette with onion, the iconic squid dish with sheep’s butter, or the simple yet authentic peach served with eggnog and creamy pistachio ice cream, one thing is certain — it does not disappoint!"
Lisbon,Carnal,Bib Gourmand,,,,,,Mexican,A moderate spend,2,"Rua da Misericordia 78, Lisbon, 1200 273, Portugal",+351 913 463 232,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/carnal-1200315,,Michelin,"(Provisionally, services are being provided at Largo da Trindade, 9) This lively, centrally located restaurant quickly gained popularity for being owned by the well-known Chef Ljubomir Stanisic (head of the 100 Maneiras group). It describes itself as a Mexican gastrobar and is one of those casual places that entices your taste buds. The dishes, generally quite well-balanced, are designed for a modern and informal ambience, with subtle nods to Mexican culture, striking the right harmony of flavour and heat in each creation. On the menu, featuring typical antojitos, tostadas, gringas and the famous tacos (don’t miss the tacos al pastor or the cauliflower tacos), you’ll also find bolder or more daring options like guacamole with insects or chicharrón (both dishes include larvae and crickets). Be sure to try one of their tequila cocktails!"
Lisbon,Ofício - Wine & Dining Room,Bib Gourmand,,,,,,Traditional Cuisine,A moderate spend,2,"Rua Nova da Trindade 11, Lisbon, 1200-301, Portugal",+351 910 456 440,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/oficio,,Michelin,"This restaurant, located in the heart of Chiado and close to the Jesuit church of São Roque, was born under the philosophy of a contemporary taberna (tavern), however… it is now taking a new path! The starting point is the recreation of Portuguese recipes in the light of current knowledge, always respecting the product and its origins, but without setting limits. The chef at the helm, Maurício Varela, champions a fluid proposal that seeks balance between cold and hot cooking, with constant references to the memory of Portuguese cuisine, spanning from traditional churrasco (barbecue) to conservas (preserves), as well as escabeches and smoked preparations. For them, in pursuit of a living offering, proximity and freshness of raw materials are fundamental to the creative process."
Lisbon,Pigmeu,Bib Gourmand,,,,,,Portuguese,A moderate spend,2,"Rua do 4 De Infantaria 68, Lisbon, 1350-274, Portugal",+351 21 825 2990,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/pigmeu,,Michelin,"A few metres north of the leafy Jardim da Parada, in Lisbon’s Campo de Ourique district, there is a very simple restaurant where… the cooking and character matter far more than comfort! Everything revolves around pork (which partly explains the name of the place), a product that Chef Miguel Azevedo Peres and his executive chef Alexandre Ballarin uses in its entirety, from snout to tail. On the menu, you will find the house classics, such as Torresmo do Rissol (crispy pork crackling), Croquetes do Pigmeu (Pigmeu croquettes), and the popular Bifana Porcalhona (a hearty pork sandwich), along with some delicious offal dishes that you simply must try."
Lisbon,Zunzum Gastrobar,Bib Gourmand,,,,,,Contemporary,A moderate spend,2,"Avenida Infante D. Henrique. Doca do Jardim do Tabaco, Lisbon, 1100-651, Portugal",+351 915 507 870,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/zunzum-gastrobar,,Michelin,"In this elegant restaurant full of light, set in a modern, fully glazed building near the Lisbon Cruise Terminal (opposite the intriguing Museu do Lactário), the famous Chef Marlene Vieira makes a case for a top-notch contemporary concept, always grounded in the traditional Portuguese culinary repertoire, yet open to inspiration from other cuisines around the globe. It is surprising both due to its interior décor, dominated by white and red tones, and its pleasant terrace overlooking the Tagus. Interesting dishes? Algarve pink prawns with seaweed and lemon butter; Alentejo pork chop with fried polenta and roasted pepper ketchup; creamy shellfish and coriander rice..."
Lisbon,100 Maneiras,Selected,,,,,,Creative,Spare no expense,4,"Rua do Teixeira 39, Lisbon, 1200-459, Portugal",+351 910 918 181,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/100-maneiras,,Michelin,"The culinary concept behind 100 Maneiras is one of absolute freedom – one that constantly takes risks and seeks to provoke a strong reaction and to leave a lasting mark with guests, often via ingredients referred to as ""from the future"" or that are little known.Everything here revolves around chef Ljubomir Stanisic, a native of Sarajevo (Bosnia-Herzegovina), who arrived in Portugal in his late-teens following the war in his country, healing the wounds of his soul by devoting himself to cooking. His different tasting menus The Story, Echoes of 100 (vegetarian) and Lunch Short Story (served exclusively for lunch on Fridays and Saturdays), are based around innovative cuisine with a constant nod (both physical and emotional) to his origins, although influences from his adopted homeland and further afield are also evident. His more traditional starters and desserts also have an interesting twist given that he used to make these with his mother!"
Lisbon,BAHR,Selected,,,,,,Portuguese,Special occasion,3,"Praça Luís De Camões 2, Lisbon, 1200-243, Portugal",+351 21 340 8253,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/bahr,,Michelin,"Located on the top floor of the Bairro Alto Hotel (hence the origin of its name) and featuring a kitchen that opens onto the dining room, BAHR describes itself as a “bohemian and irreverent space”. At lunchtime it offers a much more informal market-inspired “executive menu”, with more elaborate, exclusively à la carte dishes in the evening, but all featuring the very best ingredients."
Lisbon,Downunder by Justin Jennings,Selected,,,,,,Australian Contemporary,A moderate spend,2,"Rua Dos Industriais 21, Lisbon, 1200-685, Portugal",+351 21 401 2967,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/downunder-by-justin-jennings,,Michelin,"If you’ve never eaten crocodile or kangaroo, now is your chance in this unpretentious restaurant run by a young Australian chef who fell in love with Lisbon and set up his own business here. His somewhat unusual cuisine, available on an à la carte and two set menus, shines a light on Australian cuisine and its exotic meats."
Lisbon,Eleven,Selected,,,,,yes,Creative,Spare no expense,4,"Rua Marquês de Fronteira, Lisbon, 1070-051, Portugal",+351 21 386 2211,38.7308206,-9.1556702,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/eleven118394,https://www.restauranteleven.com/,Michelin; Michelin wine list,"An exclusive dining space, occupying a building with a minimalist designer feel in the upper section of the Amália Rodrigues gardens, with stunning views of the Eduardo VII park. Within this context, German chef Joachim Koerper, who has over five decades of experience behind him, conjures up Mediterranean-inspired cuisine with a meticulous and creative touch, based around locally sourced seasonal ingredients. His culinary focus is built around four menus: the “20 years of the Eleven restaurant”, featuring dishes that have marked his career in the different countries he has worked; a seasonal menu; a vegetarian option; and, lastly, the “Lavagante Azul”, which showcases the blue lobster after which it is named. À la carte options are also available. You can’t go wrong whatever you choose, especially with the chef’s signature dishes such as “My day in Singapore’s food market”, prepared with lacquered suckling pig, fried rice, mango and shrimp, or the cassoulet of white asparagus served with teardrop peas and caviar."
Lisbon,JNĉQUOI Fish,Selected,,,,,,Seafood,Spare no expense,4,"Av. da Liberdade, 189, Lisbon, 1250-096, Portugal",+351 21 593 1000,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/jncquoi-fish,,Michelin,"It is located in the small, luxurious JNĉQUOI House hotel and shares its address with the more gastronomic proposal of the award-winning chef Filipe Carvalho, JNĉQUOI Table, both led by him. As the name suggests, the proposal revolves around the maritime world and backs a broad variety of fish and seafood, displayed as soon as you enter in an appealing showcase. In a spacious Mediterranean-styled setting with a glass-walled kitchen at the back, where you can watch the sizeable team in action, the offering is exclusively à la carte and includes grilled options, salt-baked dishes, and wood-fired preparations… Dishes not to miss? Carabineiro (scarlet prawn) with creamy lemon rice, his Fatiado de peixe (sliced fish) with caviar, ginger and fine herbs, and, for dessert, Pão de leite no forno (oven-baked milk bread) with crème anglaise and cream cheese."
Lisbon,O Frade,Selected,,,,,,Regional Cuisine,A moderate spend,2,"Calçada da Ajuda 14, Lisbon, 1300-006, Portugal",+351 939 482 939,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/o-frade,,Michelin,"This small corner establishment, located by the impressive Museu Nacional dos Coches (with royal carriages from the 16th to 19th centuries), is certainly charming, as it recreates something of the typical atmosphere of Alentejo taverns, with simple decorative details alluding to the process of making the famous “vinho da talha,” a historical wine produced in large clay amphorae following Roman tradition, now a regional classic. Inside, with a U-shaped counter surrounded by stools, they offer a small menu of traditional Alentejo dishes, such as razor clams in a garlic and wine sauce (à bulhão pato) or Frade-style duck rice — many dishes are prepared by the chef right before your eyes!"
Lisbon,O Talho,Selected,,,,,,Meats and Grills,Special occasion,3,"Rua Carlos Testa 1, Lisbon, 1050-046, Portugal",+351 21 315 4105,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/o-talho,,Michelin,"Entering a restaurant through a butcher’s shop (“talho” in Portuguese) provides a clue as to the focus here and is a guarantee that the meat quality will be high and that it comes directly from the source! And it is in this modern yet at the same time informal space that chef Kiko offers his unique cuisine to guests through superb dishes prepared in an exceptional way. Meat-lovers can savour irresistible choices such as picanha from Uruguay, Galician 60-day dry aged T-bone, and A5 Kobe flank, considered one of the world’s best cuts of meat. Meat can also be purchased to be cooked at home."
Lisbon,Omakase Wa,Selected,,,,,,Japanese,Special occasion,3,"Tv. do Fala-Só 15B, Lisbon, 1250-096, Portugal",,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/omakase-wa,,Michelin,"Behind a small, discreet frontage, you’ll discover an authentic Japanese space. Here, chef Ashik Yonjan, supported by two sushi chefs, Danilo Moreira and Suman Suddhakar, presents an omakase offering using Edomae techniques, through which he channels his passion and dedication into small bites full of flavour, skill and balance. With an offering that shifts constantly with seasonality and product quality, it’s also common to find fish brought in from Japan to complement the experience. The experience unfolds in a minimalist setting, entirely clad in wood, centred on a counter with a maximum capacity of 10 diners, served in two sittings, with everyone served together; for that reason, it’s essential to stick to your booked time. Did you know? The chef’s favourite months are June and July, thanks to the greater availability, quality and variety of fresh fish."
Lisbon,Oven,Selected,,,,,,Nepali,A moderate spend,2,"Rua Dos Fanqueiros 232, Lisbon, 1100-232, Portugal",+351 21 827 3826,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/oven,,Michelin,"If you’d like to take your tastebuds on a journey to Asia, Oven is the perfect place. Nepalese chef Hari Chapagain promises to take you on a voyage from India to Nepal through his cooking, to which he adds an innovative and contemporary touch. Many of his dishes are prepared in the “tandoor” oven (which is part of the open kitchen here and gives its name to the restaurant). Dishes he cooks in the oven include the tasty naan bread, as well as delicious grilled ribs of lamb, duck and chicken marinaded in Nepalese herbs and spices. A word of advice: we recommend asking the staff here about the levels of spiciness of each dish."
Lisbon,Plano,Selected,,,,,,Contemporary,Special occasion,3,"Rua da Bela Vista à Graça 126, Lisbon, 1170-075, Portugal",+351 933 404 461,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/plano,,Michelin,"Chef Vítor Adão, from Trás-os-Montes, has roots firmly anchored in tradition and the provenance of his produce. After stints at renowned restaurants, he opened his own place in a less touristy area, showcasing the heritage of his homeland in dishes such as snacks served on a map referencing the different Trás-os-Montes regions and Javali, wild boar, with cauliflower purée, cooking juices and blackberries. The offering is built around two surprise tasting menus (7 or 10 moments), which vary according to producers’ availability. In a minimalist, elegant setting with vaulted ceilings and exposed brick, the dining room shares space with countless jars of pickles that reinforce the connection to the land. A lovely terrace invites you to dine outdoors, especially on summer evenings!"
Lisbon,Salta,Selected,,,,,,Fusion,A moderate spend,2,"Rua Rodrigo da Fonseca 82A, Lisbon, 1250-193, Portugal",+351 21 132 5822,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/salta,,Michelin,"A few minutes from Praça Marquês de Pombal, you’ll find Salta, a restaurant that blends Asian cuisine with Central American flavours in an informal setting. Spread across three areas decorated in dark tones, the main floor looks onto the kitchen and a counter where creative cocktails are served. At the stoves is chef Tomaz Salema Reis who, after extensive international experience, returned to his homeland to showcase the flavours and techniques he picked up in the kitchens he passed through. Packed with bold, well-balanced flavours, the menu offers à la carte dishes to share, or three tasting menus: Vegan Experience, Chef’s Experience and Chef’s Experience “+”. One not to miss? The Soft shell crab Taco, combining the sweetness of pineapple chutney with the gently spicy kick of gochujang mayonnaise."
Lisbon,Santa Joana,Selected,,,,,,Contemporary,A moderate spend,2,"Rua de Santa Marta 61B, Lisbon, 1059-002, Portugal",+351 21 155 5582,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/santa-joana,,Michelin,"Inside the Locke de Santa Joana hotel, a 17th-century convent that now blends past and present, you will find a restaurant you simply must visit, with premises full of personality. The menu, signed by chef Nuno Mendes, seeks to honour the city’s distinct cultural influences in order to tell stories with soul, both of yesterday and of today; always, however, with a contemporary touch and international nuances that speak of the cook’s journey. A recommendation? Try his Berbigão da costa (coastal cockles), caldo Bulhão-Pato (Bulhão Pato broth), croutons and sea herbs, because… it comes with a sauce that is truly addictive!"
