City,Name,Michelin_Award,Green_Star,Repsol_Award,Worlds_50_Best_Rank,Steak_101_Rank,Notable_Wine_List,Cuisine,Price,Price_Tier,Address,Phone,Latitude,Longitude,Michelin_Url,Website,Sources,Description
Barcelona,Angle,1 Star,,2 Soles,,,,Modern Cuisine,Spare no expense,4,"Aragó 214, Barcelona, 08011, Spain",+34 932 16 77 77,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/angle,,Michelin; Guia Repsol,"Located inside the Hotel Cram, but with a separate entrance, Angle is overseen by celebrity chef Jordi Cruz. Here, guests can enjoy an aperitif and appetisers in the foyer before heading up to the dining room on the first floor, a contemporary space that exudes elegance and serenity with its striking floor lamps, wooden fixtures and fittings and heavy curtains. In the kitchen, the award-winning chef’s modern, creative blueprint is followed to the letter without any unnecessary fuss, but with great care and attention and a sense of freedom. Based around market-inspired ingredients, the cuisine is showcased on a tasting menu that features dishes from the three-starred ABaC alongside others conceived in-house. However, everything is in keeping with the restaurant's mission to create “haute cuisine for everyday consumption”. We strongly advise saving space for the dessert menu, with its vast array of textures and flavours."
Barcelona,Atempo,1 Star,,1 Sol,,,,Modern Cuisine,Spare no expense,4,"Còrsega 200, Barcelona, 08036, Spain",+34 937 34 19 19,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/atempo-1196425,,Michelin; Guia Repsol,"This spacious and contemporary restaurant will surprise guests as soon as they walk through the door as they are accompanied to two kitchens, for hot and cold food respectively, in which they can try a pleasant array of appetisers and small snacks before being ushered into the elegant dining room.Chef Iñaki Aldrey offers his cuisine with the option of an à la carte menu and two tasting menus designed by celebrity chef Jordi Cruz (Atempo and Gran Atempo), showcasing contemporary cooking and techniques that aim to highlight the depth of flavours, something they succeed in here thanks to top-quality ingredients and highly consistent combinations. The interplay between the kitchen and the service in the dining room is particularly impressive, as the finishing touches to many dishes are added in front of the guests’ eyes. Try the Galician sea urchin with carabinero tartar and Ossetra caviar or the hare royale with a black garlic emulsion and roast pumpkin and white garlic cream – a French-inspired recipe combining both flavour and solid technique."
Barcelona,Caelis,1 Star,,2 Soles,,,,Creative,Spare no expense,4,"Via Laietana 49, Barcelona, 08003, Spain",+34 935 10 12 05,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/caelis,,Michelin; Guia Repsol,"The Ohla Barcelona hotel’s fine-dining restaurant boasts an unmistakable appearance, due to the ‘eyes’ or ‘ocular globes’ designed by artist Frederic Amat that adorn its neo-Classical façade.Here, French chef Romain Fornell, awarded the Legion of Honour of the French Republic, has introduced his new culinary vision that reinterprets concepts and recipes through cooking that features French-influenced Mediterranean cuisine, seasonal ingredients, identifiable flavours and astute pairings, plus a desire to involve guests in their dining experience. In addition to the different-sized tables in the dining room, you’ll find an open kitchen with bright and shiny copper pans hanging from the ceiling, plus a U-shaped chef’s table for 14 diners. Choose between several interesting tasting menus (Earth & Sea, Celebration and Vegetarian) and a slightly less expensive option at lunchtime, called Caelis. One of their signature dishes and a definite must here is the delicious ‘Surf & Turf’ stuffed macaroni with lobster, celeriac and foie gras."
Barcelona,COME by Paco Méndez,1 Star,,1 Sol,,,,Mexican,Spare no expense,4,"Avenida del Mistral 54, Barcelona, 08015, Spain",+34 938 27 59 77,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/come-by-paco-mendez,,Michelin; Guia Repsol,"If you were once a regular visitor to the legendary Hoja Santa, you won’t want to miss out on a visit to COME by Paco Méndez, which now occupies the same premises (also the former home of the Niño Viejo restaurant) and which, in a nod to the attachment Mexicans have with the Day of the Dead, could be described as a ‘restaurant reborn’.At the helm here is chef Paco Méndez, who has taken over the reins with his wife and head pastry chef Erinna to give the format a new twist in which he showcases ‘the coming together of Mexican culture and cooking, Mediterranean ingredients and the legacy of El Bulli’. The experience starts with welcome drinks and snacks (called Botanas) as soon as you walk through the door before heading to the dining room or private dining space (show cooking is also an option here) where you can discover the flavours of their homeland through its Festival menu, taking a modern and creative approach (at lunchtime, they offer a smaller, more economical menu). The extensive selection of typical Mexican drinks (micheladas, tequilas, mezcales, etc.) is a must here."
Barcelona,Dos Palillos,1 Star,,2 Soles,,,,Fusion,Spare no expense,4,"Elisabets 9, Barcelona, 08001, Spain",+34 933 04 05 13,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/dos-palillos,,Michelin; Guia Repsol,"In this bustling restaurant, where the closeness of the tables is more reminiscent of Asian restaurants, discover a tapas concept that has been taken to another level, hence its view that ‘tapas are not just a way of eating, but a philosophy for life’.Located just a few steps from Barcelona’s Museu d’Art Contemporani, Dos Palillos has a simple sake bar by the entrance, where you can eat without booking ahead, and a second more gastronomic U-shaped counter around an open kitchen, enabling guests to observe the full preparation process. In this second more attractive and elegant space, you will be offered two interesting tasting menus (Dos Palillos and Tokusen), a fun fusion between Asian cooking and Iberian ingredients. The type of dishes that you’ll find on the menu include their Naresushi sea bass, where they manage to bring out a completely different flavour to what we might be accustomed to with this fish, and the Hake on a skewer with Japanese pil-pil."
Barcelona,Fishølogy,1 Star,,,,,,Contemporary,Special occasion,3,"Diputació 73, Barcelona, 08015, Spain",+34 936 33 98 58,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/fishology,,Michelin,"One of Barcelona’s most original dining options, in a city full of restaurants that definitely leave their mark. Here, with chef Riccardo Radice in the kitchen and Giulia Gabriele running the dining room, the first thing that strikes you is the name, that also includes the Danish symbol “Ø” to indicate the number zero, and the suffix “Logy”, Greek in origin, in reference to a particular field of study, in this instance fish and seafood which are treated differently here (through salting, maturing, smoking etc) to create what they call “charcuterie of the sea”. The à la carte is complemented by two tasting menus that are named after different sea depths: Bentos (up to 200m below sea level, where light can still penetrate) and the so-called Abisal (the final frontier, in complete darkness, up to 6 000m in depth). The meticulously and aesthetically presented dishes here are prepared with Spanish ingredients, with the occasional nod to Italy and Asia."
Barcelona,Hisop,1 Star,,2 Soles,,,,Creative,Special occasion,3,"Passatge de Marimon 9, Barcelona, 08021, Spain",+34 932 41 32 33,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/hisop,,Michelin; Guia Repsol,"Named after an aromatic Mediterranean plant, this Michelin-starred restaurant has been enjoying the fruits of its success for some time now, in part due to its competitive pricing.In the contemporary, minimalist-style dining room, chef Oriol Ivern serves fresh, creative dishes that offer a different take on Catalan culinary tradition, and are always based around locally sourced seasonal ingredients and impressive combinations. In keeping with the chef’s personality, the aim of his cuisine is to offer truly unique dishes that are both playful and full of surprising detail. Although not extensive, the enticing à la carte is complemented by an interesting tasting menu which evolves every three months, with a wine pairing option. Try the artichokes with cod tripe, black botifarra sausage and wakatai, an excellent combination of flavours and textures, or their signature red mullet with a mollusc mayonnaise."
Barcelona,Hofmann,1 Star,,1 Sol,,,,Modern Cuisine,Special occasion,3,"La Granada del Penedès 14-16, Barcelona, 08006, Spain",+34 932 18 71 65,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/hofmann,,Michelin; Guia Repsol,"This institution in the upper reaches of Barcelona, which has played host to a number of chefs who have gone on to win their own Michelin stars, reflects the love affair that its founder chef, Mey Hofmann, had with food, a legacy that she has passed down to her daughter Silvia and her expert teaching staff. In the restaurant itself, featuring staff from the school and a large picture window through which guests can watch activity unfold in the kitchen, an à la carte-style menu is available at lunchtime (along with a slightly more refined Gastronómico Mediodía menu). In the evening, these are replaced by two extensive tasting menus (Gastronómico Noche and Luxury). The focus here is on modern fusion cuisine with strong roots in tradition, which is continually brought up to date in terms of the pairing of ingredients, technique and presentation. The desserts here are always a delight!"
Barcelona,Kamikaze,1 Star,,,,,,Fusion,Special occasion,3,"Roselló 197, Barcelona, 08036, Spain",+34 931 81 35 70,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/taberna-kamikaze,,Michelin,"This restaurant in the Eixample district, whose name teaches us that the word also refers to the flowing wind (or the so-called “divine wind”), is run by Enric Buendía, a chef trained at prestigious establishments such as Mugaritz and the three-Michelin-starred Disfrutar. Today, through this project, he is leading what he calls the “silent revolution.”He applies the techniques he has learned in pursuit of a creativity that revisits Asian cuisine with a marked Mediterranean influence, using seasonal ingredients, striking presentations, fusion twists, and cultural blending, as well as nods to Catalan cuisine. They offer a single tasting menu, called Kamikaze, which evolves with each season. Among the numerous small bites, you will find such tempting dishes as the roasted garlic empanada, the umeboshi mackerel, and the Peking mushroom, which surprises with a mushroom osmotized in a Chinese-style marinade."
Barcelona,Koy Shunka,1 Star,,2 Soles,,,,Japanese,Spare no expense,4,"De Copons 7, Barcelona, 08002, Spain",+34 934 12 79 39,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/koy-shunka,,Michelin; Guia Repsol,"At this discreet Japanese restaurant, hidden behind a large door that you have to knock on to gain access and which almost seems to be a 'secret' address given its scarce signage, the concept is based around much more than a working philosophy as the skill of the chef is viewed as a veritable art form here. In this resolutely contemporary space, you’ll find a somewhat surprising wood-fired oven in the centre of the dining room, large fish-maturing cabinets, an impressive U-shaped counter where you can watch the culinary action unfold, and more conventional tables for those who prefer a more intimate meal. The cuisine of chef Hideki Matsuhisa, which brings together Japanese techniques and Mediterranean ingredients, always focuses on well-conceived pairings and a hint of creativity and is based around three tasting menus that vary solely in their number of courses. We can highly recommend the Shun Yasai Namako course, with seasonal vegetables cooked to perfection (all with an incredible texture), a cod and scallop pilpil and, finally, half a grilled spelt."
Barcelona,MAE Barcelona,1 Star,,,,,,Creative,Special occasion,3,"Sant Elíes 22, Barcelona, 08006, Spain",+34 645 73 62 83,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/mae-barcelona,,Michelin,"This restaurant, occupying the premises of the now-defunct Freixa Tradició and today featuring a designer interior, brings together the knowledge and dreams of three friends (hence the name MAE, which can be translated as ‘companion’ in the Costa Rican dialect): Mariella Rodríguez (Costa Rica, in charge of management) and chefs Diego Mondragón (Colombia) and Germán Espinosa (Spain).The whole proposal is built on a concept, Sincretismo, which according to the RAE (Royal Spanish Academy, the official institution responsible for overseeing the Spanish language) is the ‘combination of different theories, attitudes or opinions’. It is surprising to see how they bring together products from very different origins, giving us the opportunity to observe how combinations such as Mediterranean red shrimp with Latin American yellow chili unfold. The à la carte is complemented by two good tasting menus (MAE and Gran MAE), where we have found wonderful dishes such as cuttlefish tartare with jalapeño gazpacho and huitlacoche, or leek with smoked vichyssoise and black garlic."
Barcelona,Moments,1 Star,,2 Soles,,,yes,Creative,Spare no expense,4,"Passeig de Gràcia 38-40, Barcelona, 08007, Spain",+34 931 51 87 81,41.3911693,2.1664829,https://guide.michelin.com/en/catalunya/barcelona/restaurant/moments,https://www.mandarinoriental.com/es-es/barcelona/passeig-de-gracia/dine/moments,Michelin; Michelin wine list; Guia Repsol,"The fine-dining restaurant at the Mandarin Oriental Barcelona hotel is run by Raül Balam, son of the legendary chef Carme Ruscalleda. In addition to his own undeniable individual talent, you’ll note several culinary traits he has inherited from his mother.Dominated by amber and gold tones, the modern dining space also features a window through which it’s possible to watch the team at work in the kitchen. The neo-traditional cuisine here showcases the underlying creativity of time-honoured Catalan traditions, healthy Mediterranean produce, and the intrinsic distinctiveness of every flavour... all brought together on two set menus (one seasonal and another, more extensive tasting menu) that change with each season and work with the best seasonal ingredients. According to the chef, each ingredient reflects the profound connection with the soil and those who work it, giving rise to dishes created with great precision and a unique objective. Excellent service and a great wine list, with more than 600 labels!"
Barcelona,Prodigi,1 Star,,1 Sol,,,,Modern Cuisine,Special occasion,3,"Girona 145, Barcelona, 08037, Spain",+34 936 79 15 92,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/prodigi,,Michelin; Guia Repsol,"The first thing to attract your attention at Prodigi is its name, created from the first syllable of three neighbouring streets (Provença, Diagonal and Girona).In this contemporary-style restaurant, the à la carte remains faithful to seasonal ingredients despite its concise nature and extols the virtues of traditional Catalan cuisine which it has successfully brought up to date. It is complemented by two set menus (one a three-course meal only available at lunchtime during the week, and a second more extensive tasting menu-style option). Chef Jordi Tarré, who is renowned for his highly elegant dishes with a traditional base and nuanced international influences, is constantly looking to surprise his diners, which is why he changes up the dishes depending on the season. On our last visit, we really liked his squid and sobrassada rice with squid and lime slices, wasabi emulsion and marine sprouts!"
Barcelona,Quirat,1 Star,,1 Sol,,,,Contemporary,Spare no expense,4,"Avenida de Rius I Taulet 1, Barcelona, 08004, Spain",+34 934 26 22 23,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/quirat,,Michelin; Guia Repsol,"The gourmet restaurant at the Intercontinental Barcelona is another example of a hotel keen to diversify its services for guests by transforming itself into a foodie destination in its own right. Quirat, which has its own independent entrance (as well as access via the lobby), represents, in its own words, “the purity and wealth of the elements that form the land”. Chef Víctor Torres, who is renowned for his cuisine at the Michelin-starred Les Magnòlies in Arbúcies, creates contemporary Catalan cuisine that always showcases locally sourced ingredients while at the same time fully respecting seasonality. Dishes here are full of depth and flavour, with simplicity only evident in his sauces and reductions. Highlights on the menu include Maresme peas with onion soup and sea urchin; artichoke, romesco sauce and Mas Farró cheese; and “cap i pota” stew with sea cucumber – dishes that Víctor Torres views as tiny jewels, hence the naming of his menus 18K and 24K. The hotel even has its own kitchen garden."
Barcelona,Slow & Low,1 Star,,1 Sol,,,,World Cuisine,Spare no expense,4,"Comte Borrell 119, Barcelona, 08015, Spain",+34 936 25 45 12,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/slow-low,,Michelin; Guia Repsol,"A restaurant with a modern ambience in which the equal measures of technical skill, creativity and delicate touches shown in its dishes will surprise and excite guests. Located closed to the Modernist-style Sant Antoni market, Slow & Low has a concept based around its open kitchen, with two counters that enable guests to experience the creative process to the full. Its internationally inspired cuisine combines ingredients from around the world on two menus that differ only in the number of courses on offer (Slow and Slow&Low), which show clear Mexican influence as well as a nod to Spanish, Argentinian and even Thai cuisine. Fish and vegetarian recipes also feature prominently. The table service is shared by the chefs and waiting staff, who explain each dish in detail."
Barcelona,Suto,1 Star,,1 Sol,,,,Japanese,Spare no expense,4,"Violant de Hungría Reina de Aragón 134, Barcelona, 08028, Spain",+34 610 90 86 51,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/suto,,Michelin; Guia Repsol,"An intimate Japanese-style restaurant close to Sants railway station, featuring a bar (there are also a few tables) where guests can eat while watching young chef Yoshikazu Suto at work. The ambience here is more that of a private house in which the staff are cooking for you rather than a restaurant. The Omakase menu on offer here (which combines hot and cold dishes and is served to all guests at the same time) features highly personalised Japanese-style recipes, followed by delicious nigiri that are truly unforgettable and prepared with the best-quality fish imaginable. Additional interest here is provided by the chef’s aunt, who has created the artisanal-style crockery, and the impressive machine used to make kakigori, a traditional Japanese ice cream. One dish that particularly impressed us was the mackerel escabeche, served in two small tacos with shichimi (a blend of seven Japanese spices) sprinkled on top."
Barcelona,Via Veneto,1 Star,,2 Soles,,,yes,Classic Cuisine,Spare no expense,4,"Ganduxer 10, Barcelona, 08021, Spain",+34 932 00 72 44,41.3924041,2.1388292,https://guide.michelin.com/en/catalunya/barcelona/restaurant/via-veneto,https://www.viavenetobarcelona.com/,Michelin; Michelin wine list; Guia Repsol,"Almost everyone in Barcelona is aware of the legendary culinary status of Via Veneto! Even after half a century of service and change, the Monje family has retained the true values of this restaurant that seems anchored in the past, but which has been able to move with the times without losing an ounce of its personality. To an elegant and genuine Belle Époque backdrop, young chef David Andrés maintains the culinary status quo here through cuisine that underpins its classical heritage, albeit with a focus on a more modern technical approach and a select array of ingredients. Delicious game dishes (hare royale, red partridge with stewed cabbage, loin of venison etc) are also on the menu in season. Guests can visit the superb wine cellar, 6m underground, which boasts an outstanding collection of Spanish and French wines. A favourite dish here is the pressed roast duck cooked in its own jus and served two ways (for a minimum of two guests) which has featured on the menu since 1967!"
Barcelona,Avenir,Bib Gourmand,,,,,,Contemporary,A moderate spend,2,"Carrer de l'Avenir 72, Barcelona, 08021, Spain",+34 691 90 71 38,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/avenir,,Michelin,"In this simple establishment, reminiscent of a charming taberna, it is impossible to leave disappointed due to the friendliness of its service and a philosophy that focuses on the fine detail of its cuisine. It is run by its two owners (Roger Viñas and Chesco Salrach) who, as fate would have it, became friends at their children’s school and decided to embark on this venture together with the former working in the kitchen, and the latter in the dining room. Here they champion contemporary cuisine, with nods to both the sea and the mountains, where different techniques, good textures and a great mastery of broths can be appreciated. The menu, with options for pescatarians and open to sharing, focuses on three tasting menus: Tastets de l'Avenir (set lunch menu, only on weekdays), La Barra de l'Avenir (15 courses) and another, more complete, called L'Avenir (19 courses). We loved their Seda-Setas-Escabeche, their Catalan interpretation of Mochi!"
Barcelona,Bacaro,Bib Gourmand,,,,,,Italian,A moderate spend,2,"Jerusalem 6, Barcelona, 08001, Spain",+34 931 15 66 79,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/bacaro-1206273,,Michelin,"This restaurant, steeped in the essence of Italy but which the team describes as a “Venetian taberna”, is located just a few steps from the emblematic Boquería market, and is one of those places you look forward to visiting given the caring and kindness in evidence as soon as you walk through the door. Bistro in style, and split between two floors, it boasts an eclectic yet simple decor, the idea being not to interfere too much with what is really important, namely the food! The latter is clearly rooted in Italian tradition, with a continual emphasis on flavour. You’ll find pasta here, of course, but don’t miss the typical sardines “in saor”, the Venetian-style veal liver, or the marvellous tiramisù. As you would expect, the wine list includes some classic Italian labels."
